experiment_id,fold,head,eval_level,thr,auc,f1,sens,spec,brier,n_pos,n_neg,n_test,threshold_policy,target_sensitivity
audio_core_lr,9,aud,clip,0.5,0.5967365967365967,0.0,0.0,0.9393939393939394,0.20618699567273957,13,33,46,fixed_0.5,
audio_core_lr,9,aud,speaker,0.5,0.5892857142857142,0.0,0.0,0.9285714285714286,0.2366356075855168,8,14,22,fixed_0.5,
early_fusion_audio_pca_lr,9,fus,clip,0.5,0.5827505827505828,0.29629629629629634,0.3076923076923077,0.696969696969697,0.24022412909539623,13,33,46,fixed_0.5,
early_fusion_audio_pca_lr,9,fus,speaker,0.5,0.5535714285714286,0.18181818181818182,0.125,0.8571428571428571,0.24524059750717286,8,14,22,fixed_0.5,
audio_lr,10,aud,clip,0.5,0.7232142857142858,0.38095238095238093,0.2857142857142857,0.90625,0.18701896743666543,14,32,46,fixed_0.5,
audio_lr,10,aud,speaker,0.5,0.7000000000000001,0.4615384615384615,0.3,1.0,0.2170809017320959,10,13,23,fixed_0.5,
audio_core_lr,10,aud,clip,0.5,0.48437499999999994,0.22222222222222224,0.14285714285714285,0.9375,0.22426966713739285,14,32,46,fixed_0.5,
audio_core_lr,10,aud,speaker,0.5,0.4076923076923077,0.30769230769230765,0.2,0.9230769230769231,0.2857192940070871,10,13,23,fixed_0.5,
early_fusion_audio_pca_lr,10,fus,clip,0.5,0.7388392857142858,0.38095238095238093,0.2857142857142857,0.90625,0.18700565206607256,14,32,46,fixed_0.5,
early_fusion_audio_pca_lr,10,fus,speaker,0.5,0.7307692307692307,0.4615384615384615,0.3,1.0,0.21866485713444375,10,13,23,fixed_0.5,
